response_catalog_id|response_catalog_description|response_type_cd|response_catalog_header|severity_cd
40118|You reported a CEM monitoring methodology for [key], but you reported an inappropriate non-CEM methodology for [parameters].|CHECK||
40119|You reported a monitoring methodology for [key], but this methodology is not appropriate for the active programs associated with this location.|CHECK||
40120|This check result is obsolete.|CHECK||
40121|Although Unit ID [Unit ID] is a [program] affected unit, no monitoring method(s) for [method] have been reported that was/were active during the evaluation period for the unit, for a common stack or pipe linked to the unit, or for all multiple stacks or pipes linked to the unit.|CHECK||
40122|Although Unit ID [Unit ID] is a [program] affected unit, monitoring method(s) for [method] have not been reported for the unit, for a common stack or pipe linked to the unit, or for all multiple stacks or pipes linked to the unit for the entire evaluation period.  If you believe that this error is incorrect, and has been caused by an inaccurate date in the Unit Program record, please contact ECMPS Support at ecmps-support@camdsupport.com.|CHECK||
40123|You have reported [key], which indicates that a rectangular duct WAF is being applied to the stack flow values recorded by a CEM.  However, you have not reported an active FLOW monitoring system at this location.  |CHECK||
40124|The Number of Traverse Points in the Reference Flow RATA is not equal to the Number of Method 1 Traverse Points in WAF Test for [key].  When you determine the rectangular duct WAF, you must use the same number of Method 1 traverse points as were used in conducting the Reference Flow RATA.  |CHECK||
40125|You reported a bypass methodology for [key].  A bypass methodology does not apply to this parameter.|CHECK||
40127|You reported a monitoring methodology for [key], but there is no primary FuelFlow system that was active during the evaluation period to measure [missing fuel] at the unit or at a pipe linked to the unit.  Also, there is no primary FuelFlow system to measure [incomplete fuel] that is active for the entire evaluation period.|CHECK||
40128|You reported a monitoring methodology for [key], but there is no primary [system type] system that was active during the evaluation period to measure [missing fuel].  Also, there is no primary [system type] system to measure [incomplete fuel] that is active for the entire evaluation period.|CHECK||
40129|You did not report [missing formulas] formula record(s) that was/were active during the evaluation period to compute emission values.  Also, you did not report [incomplete formulas] formula record(s) to compute emission values that are active for the entire evaluation period.  These formulas are required when using a [system type] system with a [component type] [basis] component.|CHECK||
40240|The ZeroInjectionDate was not equal to the UpscaleInjectionDate for [key].  The zero-level and upscale injections reported in the same record must be performed on the same day.|CHECK||
40387|You did not define a gas fuel flow record for [key].|CHECK||
40130|You reported [system type] [key], which has more than one concurrently active flowmeter component, but you did not report a(n) [formula type] formula record that was active during the evaluation period.  If this system really has more than one component that measures flow, this formula is required.  Otherwise, you should correct the system component records so that the dates/hours in these records do not overlap.|CHECK||
40131|You reported [key], but you did not report [formula type] formula records that are active for the entire evaluation period.  These formulas are required when using a [system type] system with more than one flowmeter.|CHECK||
40132|You have not reported a(n) [missing component] component that was active during the evaluation period for [key].  Also, you have not reported a [incomplete component] component that is active for the entire evaluation period.  These component types are required in a [system type] monitoring system.|CHECK||
40133|You reported a substitute data or bypass approach code in the monitoring methodology record for [key] indicating the use of fuel-specific missing data, but you have not reported a default value for [invalid default] that is equal to the MPC/MPF in the corresponding span record or the MER in the corresponding NFS default record.|CHECK||
40134|You have reported a CEM or H2O system for [key] that contains more than one active analyzer with the same component type (and basis) and analyzer range.  This is an invalid configuration of components.|CHECK||
40135|"You have reported an H2O system for [key] that contains an O2 component with a basis code of ""B"", and a concurrently active O2 component with a basis code of ""W"" or ""D"".  This is an invalid configuration of components."|CHECK||
40136|You have reported a [System Type] DB System for [key], but you have not reported a corresponding primary or redundant backup system at the location.|CHECK||
40137|You have reported a [System Type] RM System for [key], but you have not reported a corresponding non-RM system at the location.|CHECK||
40138|You did not report a formula code or formula text for [key].  If using a standard formula, you should report the formula code for that formula; otherwise, you must provide a formula text for the formula.|CHECK||
40139|The unit(s) and/or stack(s) in the file are not part of a single monitoring plan configuration for ORIS Code [ORIS Code].|IMPORT||
40140|You reported more than one monitoring plan span record that was active during the test.|CHECK||
40141|You have reported more than one linearity summary record for [key].|CHECK||
40142|The [type] date, hour, and/or minute for [key] is invalid.|CHECK||
40143|You have identified a multiple stack or pipe [stack/pipe ID] that is not linked to one and only one unit for the entire evaluation period.|CHECK||
40144|The file contains hours outside of the designated reporting year [Year] and quarter [Quarter].|IMPORT||
41692|The RATA status could not be determined, because the prior multi-level flow RATA for SystemID [RATASYS] with TestNumber [multitestnum] has not yet been evaluated.|CHECK||
40146|Another [testtype] with this test number has already been submitted for this location.  This test cannot be submitted with this test number.  If this is a different test, you should assign it a unique test number.  |CHECK||
40147|You reported the value [value], which is not in the list of valid values for this test type, in the field [fieldname] for [key].|CHECK||
40148|"The tag value of the ""LOW"" level reference calibration gas for the injection data is [percent]% of span and does not meet the performance specifications of 40 CFR Part 75.  The concentration of the low reference calibration gas must be between 20.0% and 30.0% of the span value.  This test is invalid."|CHECK||
